,Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash,Sample_title,Sample_cell_line,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_cell_description,Sample_platform_id,Sample_instrument_model
86,SRR16195074,12/31/22 0:17,10/4/21 17:05,294892,42225177,294892,143,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR016/16195/SRR16195074/SRR16195074.lite.1,SRX12479480,GSM5609487,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443031,SAMN22044842,simple,9606,Homo sapiens,GSM5609487,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,46904E9358D23C128FED0E5A2F9EA2A3,E4A4B86AC7AF3766E075C73418066A4D,Smart-HCT-63,HCT116 cell line,cDNA,transcriptomic,RNA-Seq,HCT116 single cell 063,GPL18573,Illumina NextSeq 500
87,SRR16195073,12/31/22 0:17,10/4/21 17:05,358896,51381056,358896,143,20,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16195/SRR16195073/SRR16195073.lite.1,SRX12479481,GSM5609488,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443032,SAMN22044841,simple,9606,Homo sapiens,GSM5609488,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,4600C57F4AB46419F779B50838DD5C10,C3071655DB19B40705581F1C7FB76C2A,Smart-HCT-64,HCT116 cell line,cDNA,transcriptomic,RNA-Seq,HCT116 single cell 064,GPL18573,Illumina NextSeq 500
88,SRR16195072,12/31/22 0:17,10/4/21 17:05,356309,51016666,356309,143,20,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR016/16195/SRR16195072/SRR16195072.lite.1,SRX12479482,GSM5609489,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443033,SAMN22044840,simple,9606,Homo sapiens,GSM5609489,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,2176B54CA79B510B86D9D45001382934,234C86C534D4C7292289887508470431,Smart-HCT-65,HCT116 cell line,cDNA,transcriptomic,RNA-Seq,HCT116 single cell 065,GPL18573,Illumina NextSeq 500
89,SRR16195071,12/31/22 0:17,10/4/21 17:05,517759,74139422,517759,143,29,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16195/SRR16195071/SRR16195071.lite.1,SRX12479483,GSM5609490,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443034,SAMN22044839,simple,9606,Homo sapiens,GSM5609490,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,E393E3ED17D5D67A90D94D89B58CFC72,608A07AF1EB2F6639D99539FCE3E0689,Smart-HCT-66,HCT116 cell line,cDNA,transcriptomic,RNA-Seq,HCT116 single cell 066,GPL18573,Illumina NextSeq 500
90,SRR16195070,12/31/22 0:17,10/4/21 17:05,418628,59938515,418628,143,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR016/16195/SRR16195070/SRR16195070.lite.1,SRX12479484,GSM5609491,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443035,SAMN22044838,simple,9606,Homo sapiens,GSM5609491,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,235575F8692F92B2D28168919210B1F2,6EA03485009EB2CC54F34745D148619D,Smart-HCT-67,HCT116 cell line,cDNA,transcriptomic,RNA-Seq,HCT116 single cell 067,GPL18573,Illumina NextSeq 500
91,SRR16195069,12/31/22 0:17,10/4/21 17:05,328139,46981129,328139,143,18,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR016/16195/SRR16195069/SRR16195069.lite.1,SRX12479485,GSM5609492,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443036,SAMN22044837,simple,9606,Homo sapiens,GSM5609492,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,80485F36890786346491C2AD38E52FFF,715C914AA1C7701E9D38132F5F22D569,Smart-HCT-68,HCT116 cell line,cDNA,transcriptomic,RNA-Seq,HCT116 single cell 068,GPL18573,Illumina NextSeq 500
92,SRR16195068,12/31/22 0:17,10/4/21 17:05,425386,60904102,425386,143,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR016/16195/SRR16195068/SRR16195068.lite.1,SRX12479486,GSM5609493,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443037,SAMN22044836,simple,9606,Homo sapiens,GSM5609493,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,111E9AEB4197E31A230239FC2BC4BB88,81BE89B51582944031FE368EE5E99A09,Smart-HCT-69,HCT116 cell line,cDNA,transcriptomic,RNA-Seq,HCT116 single cell 069,GPL18573,Illumina NextSeq 500
93,SRR16195067,12/31/22 0:17,10/4/21 17:05,481919,69003143,481919,143,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR016/16195/SRR16195067/SRR16195067.lite.1,SRX12479487,GSM5609494,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443038,SAMN22044835,simple,9606,Homo sapiens,GSM5609494,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,C7ABAC3F759824C13D85FFF9CFEB310F,4535132EBFBE10E699AD149261915135,Smart-HCT-70,HCT116 cell line,cDNA,transcriptomic,RNA-Seq,HCT116 single cell 070,GPL18573,Illumina NextSeq 500
94,SRR16195066,12/31/22 0:17,10/4/21 17:05,402207,57591724,402207,143,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16195/SRR16195066/SRR16195066.lite.1,SRX12479488,GSM5609495,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443039,SAMN22044834,simple,9606,Homo sapiens,GSM5609495,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,8D9081113071AE305D6B2A062FAB73AF,D2C986F05F3283BD8659DBD6E3C8D66E,Smart-HCT-71,HCT116 cell line,cDNA,transcriptomic,RNA-Seq,HCT116 single cell 071,GPL18573,Illumina NextSeq 500
95,SRR16195065,12/31/22 0:17,10/4/21 17:05,459289,65769460,459289,143,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16195/SRR16195065/SRR16195065.lite.1,SRX12479489,GSM5609496,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443040,SAMN22044833,simple,9606,Homo sapiens,GSM5609496,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,204E7BF6065B279176F62D8455C5CB40,7FC16CA65A7CCBDE7ED1402FFD58BEB6,Smart-HCT-72,HCT116 cell line,cDNA,transcriptomic,RNA-Seq,HCT116 single cell 072,GPL18573,Illumina NextSeq 500
96,SRR16195064,12/31/22 0:17,10/4/21 17:05,491664,70395826,491664,143,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR016/16195/SRR16195064/SRR16195064.lite.1,SRX12479490,GSM5609497,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443041,SAMN22044832,simple,9606,Homo sapiens,GSM5609497,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,8D1E64F2531A4AD4A8449BE45F741463,778948245B9D94E3E54FC7A5E62228C3,Smart-HCT-73,HCT116 cell line,cDNA,transcriptomic,RNA-Seq,HCT116 single cell 073,GPL18573,Illumina NextSeq 500
97,SRR16195063,12/31/22 0:17,10/4/21 17:05,354026,50688775,354026,143,19,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR016/16195/SRR16195063/SRR16195063.lite.1,SRX12479491,GSM5609498,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443042,SAMN22044831,simple,9606,Homo sapiens,GSM5609498,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,3B811924C75C1D8546E2ABB843D92743,E5D9A602BF3E2A4507861889BBECE5F6,Smart-HCT-74,HCT116 cell line,cDNA,transcriptomic,RNA-Seq,HCT116 single cell 074,GPL18573,Illumina NextSeq 500
98,SRR16195062,12/31/22 0:17,10/4/21 17:05,359725,51504423,359725,143,20,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16195/SRR16195062/SRR16195062.lite.1,SRX12479492,GSM5609499,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443043,SAMN22044830,simple,9606,Homo sapiens,GSM5609499,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,1E8D6A2C08ED76D7BE17C9A96869E35C,0750E63D1A178102832E1C679D3BB4CE,Smart-HCT-75,HCT116 cell line,cDNA,transcriptomic,RNA-Seq,HCT116 single cell 075,GPL18573,Illumina NextSeq 500
99,SRR16195061,12/31/22 0:17,10/4/21 17:05,418042,59876474,418042,143,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR016/16195/SRR16195061/SRR16195061.lite.1,SRX12479493,GSM5609644,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443044,SAMN22044685,simple,9606,Homo sapiens,GSM5609644,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,F9895DF2155701FA27680093BCD85FFC,9B03FCE51C05A24C3D5874C64A471A8C,HUVEC+H9 scONEseq 026,HUVEC+H9 cell line co-culture,other,transcriptomic,OTHER,Normal single cell 026,GPL18573,Illumina NextSeq 500
100,SRR16195060,12/31/22 0:17,10/4/21 17:05,26481,3792743,26481,143,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR016/16195/SRR16195060/SRR16195060.lite.1,SRX12479494,GSM5609645,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443045,SAMN22044684,simple,9606,Homo sapiens,GSM5609645,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,B0B54B6A4356675089C9A0C89344AA29,E6E512F9625759F90F300339CF8A6140,HUVEC+H9 scONEseq 027,HUVEC+H9 cell line co-culture,other,transcriptomic,OTHER,Normal single cell 027,GPL18573,Illumina NextSeq 500
101,SRR16195059,12/31/22 0:17,10/4/21 17:05,37873,5424755,37873,143,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16195/SRR16195059/SRR16195059.lite.1,SRX12479495,GSM5609646,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443046,SAMN22044683,simple,9606,Homo sapiens,GSM5609646,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,35CAAA6E60CA5CB1CA6088549F4178B2,38B32825CDE93699B892AC815EC890F8,HUVEC+H9 scONEseq 028,HUVEC+H9 cell line co-culture,other,transcriptomic,OTHER,Normal single cell 028,GPL18573,Illumina NextSeq 500
102,SRR16195057,12/31/22 0:17,10/4/21 17:05,797982,114316945,797982,143,46,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR016/16195/SRR16195057/SRR16195057.lite.1,SRX12479497,GSM5609648,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443047,SAMN22044681,simple,9606,Homo sapiens,GSM5609648,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,46089EFD4677A9DD0EDE164AEAA52227,201B361C69C0B2E75C6803EF4661237E,HUVEC+H9 scONEseq 030,HUVEC+H9 cell line co-culture,other,transcriptomic,OTHER,Normal single cell 030,GPL18573,Illumina NextSeq 500
103,SRR16195058,12/31/22 0:17,10/4/21 17:05,922248,132120299,922248,143,53,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR016/16195/SRR16195058/SRR16195058.lite.1,SRX12479496,GSM5609647,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443048,SAMN22044682,simple,9606,Homo sapiens,GSM5609647,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,E03F31D57EF5FDE19E337A0B929AE48A,E89C63FA645858ACE633083AC6CBEC61,HUVEC+H9 scONEseq 029,HUVEC+H9 cell line co-culture,other,transcriptomic,OTHER,Normal single cell 029,GPL18573,Illumina NextSeq 500
104,SRR16195056,12/31/22 0:17,10/4/21 17:05,91461,13101944,91461,143,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR016/16195/SRR16195056/SRR16195056.lite.1,SRX12479498,GSM5609649,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443049,SAMN22044680,simple,9606,Homo sapiens,GSM5609649,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,9686B55B9EA2BF041962F7F0A4C93D65,54F5F886BC1E4354E03354CD8E9A9D77,HUVEC+H9 scONEseq 031,HUVEC+H9 cell line co-culture,other,transcriptomic,OTHER,Normal single cell 031,GPL18573,Illumina NextSeq 500
105,SRR16195054,12/31/22 0:17,10/4/21 17:05,1418054,203088973,1418054,143,82,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR016/16195/SRR16195054/SRR16195054.lite.1,SRX12479500,GSM5609651,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443050,SAMN22044678,simple,9606,Homo sapiens,GSM5609651,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,7C94171660DFBF1D7026AC0D4F06B00F,B5473A26FD5C65420EB2ABC88E372058,HUVEC+H9 scONEseq 033,HUVEC+H9 cell line co-culture,other,transcriptomic,OTHER,Normal single cell 033,GPL18573,Illumina NextSeq 500
106,SRR16195055,12/31/22 0:17,10/4/21 17:05,837089,119913476,837089,143,48,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16195/SRR16195055/SRR16195055.lite.1,SRX12479499,GSM5609650,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443051,SAMN22044679,simple,9606,Homo sapiens,GSM5609650,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,AE49A6B29AF590B3010FABA5B387A87B,A11E492B9973795F8C7B603291B8D7F8,HUVEC+H9 scONEseq 032,HUVEC+H9 cell line co-culture,other,transcriptomic,OTHER,Normal single cell 032,GPL18573,Illumina NextSeq 500
107,SRR16195053,12/31/22 0:17,10/4/21 17:05,1388503,198890347,1388503,143,79,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR016/16195/SRR16195053/SRR16195053.lite.1,SRX12479501,GSM5609652,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443052,SAMN22044677,simple,9606,Homo sapiens,GSM5609652,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,81925DA5FAEB166508B14674FE03F6C6,3647428A0BE36225B6B8AF9D32030B54,HUVEC+H9 scONEseq 034,HUVEC+H9 cell line co-culture,other,transcriptomic,OTHER,Normal single cell 034,GPL18573,Illumina NextSeq 500
108,SRR16195051,12/31/22 0:17,10/4/21 17:05,1408669,201765833,1408669,143,81,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR016/16195/SRR16195051/SRR16195051.lite.1,SRX12479503,GSM5609654,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443053,SAMN22044675,simple,9606,Homo sapiens,GSM5609654,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,685B4247445DFA406527396C011FD9C0,29800331B81A56DB61D1FECC2BE89A9D,HUVEC+H9 scONEseq 036,HUVEC+H9 cell line co-culture,other,transcriptomic,OTHER,Normal single cell 036,GPL18573,Illumina NextSeq 500
109,SRR16195052,12/31/22 0:17,10/4/21 17:05,1388002,198772515,1388002,143,81,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR016/16195/SRR16195052/SRR16195052.lite.1,SRX12479502,GSM5609653,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443054,SAMN22044676,simple,9606,Homo sapiens,GSM5609653,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,4EDCAF491DF5606FE6A62ED837704E09,E4B5F3B65D65E16685FD1CCDA58525B3,HUVEC+H9 scONEseq 035,HUVEC+H9 cell line co-culture,other,transcriptomic,OTHER,Normal single cell 035,GPL18573,Illumina NextSeq 500
110,SRR16195050,12/31/22 0:17,10/4/21 17:05,1233347,176697291,1233347,143,70,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR016/16195/SRR16195050/SRR16195050.lite.1,SRX12479504,GSM5609655,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443055,SAMN22044674,simple,9606,Homo sapiens,GSM5609655,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,B515362F1FA267E5B3C79D0F4BC5E430,75381DA432DE752BB9F126E1332611AC,HUVEC+H9 scONEseq 037,HUVEC+H9 cell line co-culture,other,transcriptomic,OTHER,Normal single cell 037,GPL18573,Illumina NextSeq 500
111,SRR16195049,12/31/22 0:17,10/4/21 17:05,1130302,161933979,1130302,143,64,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR016/16195/SRR16195049/SRR16195049.lite.1,SRX12479505,GSM5609656,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443056,SAMN22044673,simple,9606,Homo sapiens,GSM5609656,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,1B1D082A963531652527E994755CECE5,4FCDA6F0906AF6DF7859B831D124B9EA,HUVEC+H9 scONEseq 038,HUVEC+H9 cell line co-culture,other,transcriptomic,OTHER,Normal single cell 038,GPL18573,Illumina NextSeq 500
112,SRR16195048,12/31/22 0:17,10/4/21 17:05,1317023,188682797,1317023,143,75,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR016/16195/SRR16195048/SRR16195048.lite.1,SRX12479506,GSM5609657,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443057,SAMN22044672,simple,9606,Homo sapiens,GSM5609657,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,5344E04E41DE80596E8549885626422E,5AA64031D9FA3B139BA6908AD20ED44F,HUVEC+H9 scONEseq 039,HUVEC+H9 cell line co-culture,other,transcriptomic,OTHER,Normal single cell 039,GPL18573,Illumina NextSeq 500
113,SRR16195047,12/31/22 0:17,10/4/21 17:05,1103713,158127344,1103713,143,63,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR016/16195/SRR16195047/SRR16195047.lite.1,SRX12479507,GSM5609658,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443059,SAMN22044671,simple,9606,Homo sapiens,GSM5609658,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,D7DD4702EE0A0DE3FC46C0C2EE28379D,510FDC9DCF8158F684B7E755839D90BB,HUVEC+H9 scONEseq 040,HUVEC+H9 cell line co-culture,other,transcriptomic,OTHER,Normal single cell 040,GPL18573,Illumina NextSeq 500
114,SRR16195046,12/31/22 0:17,10/4/21 17:05,338974,48550147,338974,143,19,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16195/SRR16195046/SRR16195046.lite.1,SRX12479508,GSM5609659,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443058,SAMN22044670,simple,9606,Homo sapiens,GSM5609659,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,DC83F552CC0D6CD64BC887F9E649EDA2,21964E68FE25AAEA31EDBFCD6C8070E8,HUVEC+H9 scONEseq 041,HUVEC+H9 cell line co-culture,other,transcriptomic,OTHER,Normal single cell 041,GPL18573,Illumina NextSeq 500
115,SRR16195045,12/31/22 0:17,10/4/21 17:05,416451,59657046,416451,143,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16195/SRR16195045/SRR16195045.lite.1,SRX12479509,GSM5609660,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443060,SAMN22044669,simple,9606,Homo sapiens,GSM5609660,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,35A077A27556ED2BA1F4EA7309854BE8,A47DACCFA6071B256D9472077F36915B,HUVEC+H9 scONEseq 042,HUVEC+H9 cell line co-culture,other,transcriptomic,OTHER,Normal single cell 042,GPL18573,Illumina NextSeq 500
116,SRR16195043,12/31/22 0:17,10/4/21 17:05,1369554,196159255,1369554,143,79,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR016/16195/SRR16195043/SRR16195043.lite.1,SRX12479511,GSM5609662,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443061,SAMN22044667,simple,9606,Homo sapiens,GSM5609662,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,16EA793B1F85B6393EF7788AE12BEFDA,E6FCAB6FE741CC407FEB60B984DCD395,HUVEC+H9 scONEseq 044,HUVEC+H9 cell line co-culture,other,transcriptomic,OTHER,Normal single cell 044,GPL18573,Illumina NextSeq 500
117,SRR16195044,12/31/22 0:17,10/4/21 17:05,248358,35578290,248358,143,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR016/16195/SRR16195044/SRR16195044.lite.1,SRX12479510,GSM5609661,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443062,SAMN22044668,simple,9606,Homo sapiens,GSM5609661,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,7749D23BF129C0AAEFCF1808793A1E89,2A21CB1FF076474071A7AE46CE418012,HUVEC+H9 scONEseq 043,HUVEC+H9 cell line co-culture,other,transcriptomic,OTHER,Normal single cell 043,GPL18573,Illumina NextSeq 500
118,SRR16195042,12/31/22 0:17,10/4/21 17:04,27335,3916109,27335,143,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16195/SRR16195042/SRR16195042.lite.1,SRX12479512,GSM5609663,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443063,SAMN22044666,simple,9606,Homo sapiens,GSM5609663,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,E576C94DA735A8EBFA11946264D103C7,355B7E5C655D0E34B21DA935055CBCDF,HUVEC+H9 scONEseq 045,HUVEC+H9 cell line co-culture,other,transcriptomic,OTHER,Normal single cell 045,GPL18573,Illumina NextSeq 500
119,SRR16195041,12/31/22 0:17,10/4/21 17:04,57935,8300218,57935,143,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR016/16195/SRR16195041/SRR16195041.lite.1,SRX12479513,GSM5609664,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP339960,PRJNA768428,3,768428,SRS10443065,SAMN22044665,simple,9606,Homo sapiens,GSM5609664,,,,,,,no,,,,,"ANGELA WU LAB, LIFS, HKUST",SRA1305581,,public,5E0586194A6DABCD68FD7BB477774A11,0184D0DA053DB890B5BD209682D9E367,HUVEC+H9 scONEseq 046,HUVEC+H9 cell line co-culture,other,transcriptomic,OTHER,Normal single cell 046,GPL18573,Illumina NextSeq 500
